question,answer
XDR组件终端杀毒能力？,"终端侧的深信服SAVE引擎，是一款本地轻量的AI杀毒引擎和国内第一个基于AI的静态文件扫描引擎，且是国内唯一获得AV-Test评测满分的引擎。该引擎利用深度学习技术对数亿维的原始特征进行分析和综合，结合安全专家的领域知识，最终挑选了数千维最有效的高维特征进行恶意文件的鉴定。相比基于病毒特征库的传统检测引擎，SAVE 的主要优势有：
- 强大的泛化能力，甚至能够做到在不更新模型的情况下识别新出现的未知病毒；
- 对勒索病毒检测达到业界领先的检出率，包括影响广泛的 WannaCry、BadRabbit 等病毒；
以 PE 文件查杀为例，SAVE 会从文件的头、节、资源和签名等多个部分提取信息，作为判别输入。对于原始二进制文件，SAVE 通过多种方法（词向量嵌入，主成分分析，深度神经网络等）提取出信息量丰富、类间界限明显，稳定可靠的的高层次向量化特征。基于特征向量，SAVE利用集成学习，综合多种分类算法（随机森林，神经网络，支持向量机等）进行鉴定。最后，综合评分系统整合各模型检测结果，综合判断文件黑白属性。
依托于深信服安全云脑基于海量大数据的运营分析，SAVE 能够持续进化，不断更新模型并提升检测能力，从而形成本地传统引擎、人工智能检测引擎和云端查杀引擎的完美结合。
在现实世界，不同病毒变种间的底层二进制代码片段在不断变换。为了识别未知病毒威胁，SAVE不再依赖于前述传统方法依赖的字节级特征，而是使用AI技术提取稳定、可靠的高层次特征。当病毒变种间为了实现相似乃至相同的病毒功能，他们代码的高层次语义特征往往是相似的。正是基于对病毒演化本质的深入理解，SAVE 通过神经网络等多种机器学习算法自动提取高层次特征，SAVE具有很强的泛化能力，能够更好的识别未曾见过的病毒样本，抵御抗病毒变种和新病毒家族等未知威胁。"
XDR遥测数据有什么特点？,"网络和终端的遥测数据结构、语义都不相同，不同终端操作系统的事件类型也都不同。如何通过深度整合端网遥测数据，更快、更准地检测、研判、溯源攻击，是XDR平台的核心能力。其中第一步，即建立统一的数据模型，将端网多源异构数据整合，用以精准地描述网络空间发生的事件，而后续的分析、检测、溯源、展示等，都将基于此统一的数据模型，这也是XDR对于传统SOC、SIEM的革新之一。深信服XDR平台处理的遥测数据有三大特点：
- 多源：E（端点侧）+N（网络侧）+X（扩展）
- 异构：数据类型/字段不一致
- 分级：探针侧分析/XDR平台关联/云端分析"
XDR处理安全数据机制？,"深信服XDR选取了Provenance Graph（溯源图，也可以称为Dependency Graph，依赖图）作为数据模型的基础架构。这里的图不是传统意义上的图片、图像（Picture），而是由无数的点和边构成的拓扑图（Graph）。对于终端侧收集的数据而言，点就是进程、文件、注册表、IP、DNS、内存、计划任务等，而边就是系统级事件（Event）；对于网络侧收集的数据，点就是落在网络拓扑中的云、网、端节点，而边就是互相连接的网络流量。溯源图按时间顺序记录用户环境中发生的一切行为，即将用户网络中所有的数据串成一个图（Graph）。
深信服XDR平台使用Flink CEP（Complex Event Processing复杂事件处理引擎）技术作为底层数据处理的核心，通过结合多种关联规则模板来实现复杂的CEP语义。"
什么是CEP，其有什么作用？,"CEP是一种基于动态环境中事件流的分析技术，事件在这里通常是有意义的状态变化，通过分析事件间的关系，利用过滤、关联、聚合等技术，根据事件间的时序关系和聚合关系制定检测规则，持续地从事件流中查询出符合要求的事件序列，最终分析得到更复杂的复合事件。
CEP还可以实现跨终端、跨网络的复杂攻击检测规则编写，针对不同攻击场景持续提供攻击检测规则，安全效果远超独立的端、网组件。由于网络侧和端侧数据的相互印证，可以提高对大多数告警的研判准确性，从而解决了传统单点安全组件海量误报、运营人员疲于响应的运营难题。同时二者信息相互补充，为安全事件数据的富化提供了基础，安全事件得以展示更多维度的数据和信息，从而使得运营人员的研判和处置响应更高效有效。"
XDR如何定义威胁？,"在面对海量告警的时候，运维人员无法对告警进行一一研判，可能导致关键告警被忽略，即使在重保场景下加派人力监控也有可能忽略重要告警。经过对大量的告警分析，告警主要有以下几种类型：
业务误报：正常业务操作触发的告警，主要包括由于本身业务实现存在不规范（比如sql语句直接拼装在请求）、业务数据存在敏感信息触发告警规则（比如数据上报内容包括敏感命令操作）；
自动化扫描：自动化扫描器触发的告警，主要包括野外漏扫器、批量自动化漏洞探测等；
黑灰产病毒攻击：是指由黑灰产团队在野外批量打点或者在内网进行横向扩散过程；
人为手工攻击：是指人为参与的手工攻击，包括各种安全测试、内网渗透、攻防演练、定性攻击；
其中大部分告警属于低价值的业务误报、自动化扫描，这些告警量大、价值低严重拖累处置效率，真正需要关注的病毒类、手动攻击告警量反而占比少。威胁定性就是对告警进行上述告警类型定性，以达到更高的处置效率。
业务误报识别主要通过访问行为学习方式判定，产品上线后会通过告警自动化学习各类访问行为，建立业务访问基线，通过内置业务行为模型识别告警是否由正常业务触发。（比如识别到大量主机对同一主机触发告警等业务行为）
病毒行为识别主要通过安全专家通过逆向分析，提取病毒行为特征（文件路径、进程命令行、通信流量、任务计划名、横向扩散手段等），构建病毒场景化模型，精准识别病毒场景。
最为复杂的为人机行为识别，人机识别基于攻击时间间隔零散性、攻击payload变换频率、攻击持续时间等多维度特征构建机器学习分类模型进行预测，精准区分人机行为。
最后，通过云端强大的威胁情报库，对行为进行富化，通过IP、域名、MD5等特征，快速鉴别病毒、攻击队、APT等场景，精准定位具体的攻击者画像。"
XDR如何持续检测隐藏的威胁？,"SaaS云端的分析引擎首先自动化的对日志进行分析检测，驱动由告警向事件的转变，但随着攻击技术的演进，攻防对抗强度不断提升，安全设备的效果也在不断受挑战，安全运维离不开人工参与。深信服云端XTH威胁狩猎团队持续保护用户安全，7*24小时值守，对XDR产生的安全事件进行实时研判，研判后的事件会打上XTH标签，确保事件达到99.9%的准确率，以方便用户及时处置威胁。
云端威胁专家还会持续进行威胁狩猎，对新的IOC、IOA进行持续回扫，同时分析用户环境中异常信号，发掘用户环境中潜在的威胁，例如，清理登录失败最多的账号、终端、持久化、信息泄露等。
同时XTH可增强未知威胁的检测能力：通过弱行为挖掘隐蔽事件，比如系统命令whoami的执行，可能是某应用查看自身权限，可能是已经有威胁潜入，云端专家追踪最新情报，通过回溯查询是否有过去已经被攻击的事件，提升威胁的持续对抗能力。"
XDR如何处理多个数据源的数据？,"多源数据融合
客户安全设备多，安全能力碎片化严重，运营效率低。而SIEM、SOC类产品不具备对多源第三方理解的能力，只能机械录入规则、剧本，无法实现动态泛化，本质上未解决客户运营效率的问题。
多源第三方数据融合本身难度大。第三方日志在规则命名、分类、字段定义等有较大差异，数据融合以及赋能难度大。比如在数据融合上天眼规则”泛微OA系统远程代码执行漏洞”与SIP规则”泛微OA 远程代码执行漏洞”属于同一规则需要归并为同一告警，但是规则ID、规则描述、规范分类等都不同，自动化融合为同一告警难度大；
安全效果赋能难度大。以前我们的安全能力都是针对我们自身日志，限制比较多，如果要提高开放性对架构、设计有较大挑战。比如我们的攻击成功识别绝大部分是针对自身日志做的，有规则ID限制；
字段	天眼	SIP
规则名称	泛微OA系统远程代码执行漏洞	泛微OA远程代码执行漏洞
规则ID	0x100206D1	11024478
分类	攻击利用-代码执行	漏洞攻击-Web框架漏洞-Web框架漏洞
对于不同厂商定义的规则描述不同问题可以采用NLP词法分析方式进行融合，其原理在于虽然不同场景定义的规则描述不一样，但是关键词是一样的，比如各类组件漏洞，肯定包含组件名称这些关键字，利用TF-IDF能够提取描述关键字，针对关键字计算编辑距离即可判定两条规则描述是否表达同一意思；
利用NLP词法分析融合。对于不同厂商定义的规则描述不同问题可以采用NLP词法分析方式进行融合，其原理在于虽然不同场景定义的规则描述不一样，但是关键词是一样的，比如各类组件漏洞，肯定包含组件名称这些关键字，利用TF-IDF能够提取描述关键字，针对关键字计算编辑距离即可判定两条规则描述是否表达同一意思；"
XDR如何实现威胁准确研判？,"传统的告警优化往往基于关键字段(如cmdline，processName)的文本相似性、发生频率统计等简单粗暴的方式消除告警疲劳，防止真正的安全威胁淹没在海量的告警中，但是因为没有考虑攻防安全语义，导致告警举证困难、因果关联性弱、易读性差。
深信服XDR平台实现了按照安全语义对告警进行无缝融合，结合用户网络拓扑、资产、漏洞、补丁、弱配、白业务访问关系等，引入了几百种的细粒度告警融合策略，且融合过程中层层因果举证，弹性聚合，突出真正高危攻击，便于真正的风险能够及时处置闭环，从而消除告警疲劳，大幅降低事件处置工作量，提高其处置效率，提高安全威胁决策指挥能力。
XDR平台自动发现并动态更新若干张用户Threat Graph并动态研判，包括但不限于资产拓扑图谱、攻击路径图谱(基于角色、用户、权限、资源、操作、状态等)，数据访问图谱多重投影深度关联，可以高效自动识别骨干攻击节点、因果推断、发现攻击链路、多弱信号强化，结合资产攻击模型的弱密码、漏洞等风险项自动化根因分析、攻击影响面评估，贴合用户业务视角的态势评估、攻防预警，整个攻防全景无死角。
深信服XDR平台通过深入分析威胁图谱中全种类实体节点聚合、威胁告警聚合、因果推断、AI自动聚类、子图相似性比较等技术，快速自动识别图谱中若干重要节点的主机内、跨主机、跨租户数据流、执行流、时序流等关联，自动推导出高质量的IOC、IOA用户临场情报。相比传统的情报（可疑数据采集、多引擎扫描系统、沙箱动态评估系统、人工专家确认等），无论从生成流程时效性、还是用户实际关联程度均能提升N个数量级。利用临场威胁情报自动发现，并结合用户资产拓扑和攻击图谱，可以对入侵攻击路径做出精准预测。"
XDR如何展示威胁？,"可视化故事链，精准直接展示威胁
一次完整的攻击并不是一蹴而就的，会在不同节点留下蛛丝马迹，部署在不同节点的安全组件就会因此产生大量孤立的安全日志，孤立设备告警高度依赖人工进行聚合，需要排除冗杂信息、结合上下文信息、历史信息、安全知识等进行研判，这个过程会花费大量的时间和精力，且安全效果依赖安全分析师个人能力。深信服XDR使得安全运营人员在一个工作界面中，完成检测、分析、响应的绝大部分工作，以显著提升工作效率，需要保证工作需要的所有数据可以在这个平台上方便地获得，减少在不同设备间切换的成本
深信服XDR以统一数据模型为基础，在原生关联的数据基础上进行检测，组件检测结果带有天然的关联关系。在Provenance Graph（溯源图）这张巨大的图中通过时间、资产、网络、情报等多因子进行关联，选取与威胁相关的点和边，形成一张小型图，而这张小型图就是攻击故事链的雏形——威胁图谱。
深信服XDR采用威胁图谱（Threat Graph）进行统一归化，高保真安全语义模型弹性支撑各类格式的安全数据。模型提取和安全语义相关的字段，统一建模抽象包括但不限于实体节点类型的进程、文件、注册表、用户、网络端口、定时任务、WMI、COM、业务资源、蜜饵资源等点结构，以及告警举证、创建关系、引用关系、删除关系等安全语义边结构。通过统一的Threat Graph图模型描述语言可以弹性支撑异构多元的数据集合，包括但不限于终端侧IOA、内存扫描、文件扫描、威胁情报、流量侧告警、云原生Docker、业务UEBA、零信任日志等，为后续深度关联、研判分析提供高保真的语义模型。
平台基于告警统计、时序、语义、情报、关联等维度上下文，结合攻击成功检测，精准判断是否中招。对告警进行自动化分类，并评估其威胁等级，降低误报对安全运营人员的干扰。针对不同场景，灵活采用了强关联或弱关联，通过ATT&CK技战术因果关系、时间顺序、威胁场景等关联，发现最合理的数据关联关系。XDR的安全事件检测结果都带有攻击的上下文以及一次攻击涉及的所有组件告警，在一个页面即可展示一次完整的攻击，帮助安全运营人员高效快速的研判威胁。
可视化故事链实际上从视野由小到大分为四种形式：
终端失陷溯源可视化：在大多数攻击场景中，攻击者往往是先获取网络中的单个PC或服务器的权限后，以其作为跳板开展后续的横向移动行为，并逐步扩大影响；黑产中的病毒传播亦是如此，首先感染0号主机，之后按照一定的攻击手法感染其他主机与资产。安全分析师进行溯源分析的过程中，首先是需要找到一个典型的失陷主机，查清楚当前主机中攻击者的入口、入侵顺序、与技术手法，以便于溯源。基于单主机的溯源调查分析，是多主机关联分析安全事件必不可少的基础。因此单主机溯源可视化至少要包括入口点定位、恶意行为记录的功能，帮助安全分析师快速复现当前主机失陷过程，对症下药进行处置，并跟进攻击者后续行为以减少后续危害扩散。
攻击影响面可视化：攻击影响面评估是在单主机生成了威胁告警之后的下一步研判行为，需要明确失陷主机是否攻击过其他主机、访问过其他服务器、进行了哪些网络通信行为。基于此，安全分析师重点筛选出其他可能的受害者主机，划分此次事件影响范围，做出相应的处置行为如网络划分隔离等。攻击影响面评估为后续多主机的关联起到了承上启下的作用，主要聚焦在单个资产的横向移动、外联行为的发现等。
多主机事件关联可视化：通过对已失陷主机资产的分析、确认不同失陷主机的安全状态后，安全分析师或者平台算法可以根据一定条件将此类事件进行关联分析，就好像警察面对刑事案件时进行并案侦查一样，汇聚成一个跨主机的攻击链事件，还原攻击者的真实目的何在、攻击路径如何。此项可视化能够展现一次复杂攻击事件的全景，为企业复盘安全事件、寻找信息系统薄弱点提供巨大便利。
攻击者画像可视化：对于当前安全事件分析后提取对应的TTPs（攻击行为特征），结合行业独有的威胁情报与攻击趋势，XDR可以描绘出当前在企业内外侧的攻击者画像，通过对攻击者的位置、常用漏洞、基础设施、IOC、样本、攻击手法、近期活动趋势等信息进行汇总，帮助企业对当前攻击者有更加全面详尽的认知，知己知彼，方能百战不殆。同时如果可以与SaaS能力相结合，将攻击者可视化画像通过云端下发到同行业，就如同通缉令一般，起到防患于未然的作用，形成更强有力的防守壁垒。
攻击可视化是安全运营快速演进、高度发展下的必要产物，XDR作为一个集威胁发现、防御与响应为一体的安全运营平台，提供先进的可视化技术，才能与平台后端高速发展的检测与分析技术相匹配，也是让安全运营人员省时、省力、省心的最直接手段。"
XDR对富化后的数据处理机制？,"在进行安全事件研判时，分析人员需要大量的信息输入，以进行快速精准的研判，而这些信息可能是数据收集之初所不具备的，需要进行上下文关联，将多个原始数据合成一个具有高层次语义的遥测数据。这里的数据富化包括两个维度：
第一是在采集数据中的富化。例如，对于挖矿攻击，分析人员需要知道系统业务的历史信息，风险主机的CPU/GPU使用率将有助于专家研判。
第二种是情报信息的富化。例如在面对APT攻击之时，分析人员需要知道DNS、IP、文件合法性等IOC，精准应对拦截。
在传统安全分析中，这些信息需要分析人员导入第三方威胁情报或通过沙箱、云端查询等方式手动获取，而深信服XDR平台会将这些信息直接展示在安全事件告警页面，大大减少研判时间，提高研判效率，为用户带来省时省力的价值。
深信服威胁情报系统通过内外部威胁情报采集，并将采集信息上报至云端威胁情报平台，经智能多引擎和情报分析专家鉴定，再实时网端云协同完成下发闭环。
图5-5 XDR平台的威胁情报能力
深信服XDR平台通过云网端遥测数据采集，提供丰富的情报上下文信息，威胁检出更准确、更全面，并基于已发生事件IOC（如文件hash、域名、URL、IP），已发生事件TTPs或攻击者信息关联挖掘新威胁，通过威胁狩猎模块能够快速验证新威胁的准确性。
结合NLP（Natural Language Processing，自然语言处理）和CV（Computer Vision，计算机视觉）等技术，实现对多源异质数据的内容分析和分级分类，高效精准定位受害主体和数据中的敏感信息，利用云端开放性及情报广度，赋能规则、算法、事件的实时更新，提升安全威胁的响应速度和安全效果。"
什么是0day漏洞？,0day漏洞指未公开、没有补丁的高危漏洞，攻击者利用0day漏洞可以轻易获取服务器控制权限。目前，大部分的传统安全设备对0day漏洞不具备防护能力。当前利用0day的攻击趋势愈演愈烈，且0day漏洞在攻防演练期间被大量利用，其中大量为国外漏洞库并不收录的国产软件漏洞。根据深信服深瞻情报实验室统计，仅2021 年上半年，在野 0day多达39个，远超2020/2019全年数量。还有很多 0day漏洞攻击未被发现或公开。作为高级的攻击手法之一，0day被APT组织广泛大量的使用。
XDR如何检测0day漏洞？,"对于0day漏洞的检测深信服XDR提供了两种维度的检测：
第一是漏洞利用阶段，通过深信服提出的ADR（Application Detection and Response，应用检测与响应）概念，对应用中非基线的异常行为进行识别，结合IOA引擎中的UserMode API hook、Kernel Callstack等内存扫描技术，从而发现从未出现的0day漏洞；
第二种是通过IOA引擎进行漏洞利用成功后的POST-Exploit阶段的检测，如外联、泄密、持久化等行为，再倒推联动到历史网络侧的告警，从而发现0day漏洞。
深信服IOA引擎基于UserMode API hook, Kernel Callstack等多种高端内存安全技术，针对Windows终端(PC端/云服务器等)二进制漏洞利用全生命周期阶段（事前，事中，事后）各类常见手法进行高效、精准、广谱行为检测，完善ATT&CK中漏洞利用相关细化场景，发现已知的nDay漏洞利用行为和未知的0day漏洞利用行为，包括但不限于常见的ROP、StackPivot、HeapSpray、DEP Bypass、UAC Bypass、本地提权等技术。
针对在野0day的捕获，采用业界先进的轻量级的机器学习技术，针对漏洞利用Payload中异常指标(包括但不限于混淆加密、Payload特征、常见exploit API函数、参数等)发现流量中最可疑的流量Session，并基于PCAP流量沙箱 进行捕获及回放，从而可以自动化高效狩猎在野0day攻击。"
XDR产品的优势？,"AI驱动狩猎，云端专家能力互补
深信服XDR平台通过云端的多AI引擎快速分析每日海量事件，同时云端专家挖掘狩猎新式攻击，在发现攻击的蛛丝马迹（IOA）或是全新的威胁情报（IOC）时，基于XDR平台的分布式、边缘计算架构，在全网范围内对用户过去的和正在发生的事件进行回扫，发现相似的、潜在的攻击，并在云端由安全专家进行研判，保证检测的准确性。
这3种狩猎方式，各有适合的场景，但就持续内网检测而言，AI驱动的自动化狩猎无疑是最重要的：
- 对分析专家没有强依赖，可以进行持续化检测；
- 以自动化方式大范围的覆盖攻击者使用的技战术行为，切实保障检测的效果。
可以认为只有实现了基于AI驱动的自动化狩猎，高级威胁检测才完善起来，但也要理解并不能单纯依赖AI方式狩猎——对于新出现的攻击技战术，需要一定的时间去开发AI模型，在这个时间段内，其他不同的狩猎方式互补的必要性就显现出来了。
基于AI的自动化狩猎不是单纯依赖机器的力量，而是把专家经验和人工智能的优点做了完美的融合。和攻击技战术相关的所有异常点采集（遥测数据的关键部分）、异常点和具体技战术的对应关系，以及触发异常的可信度分数，都是安全专家根据实战经验和安全研究的成果分配的。但在特定环境下，一些异常点往往会中属于正常行为，因此大规模触发，显著影响精确度。为了解决这个问题，AI狩猎的方式会基于环境因素动态调整可信度分数，以减少频繁出现的误报；进一步再基于特定异常点的组合分析，来确定某些技战术对应攻击行为发生的可能性，把其中可能性最高的优先提供给安全分析人员或者激发自动化响应机制。深信服XDR通过平台+MDR服务实现这种AI+安全专家共同构建的自动化狩猎机制，可以应对复杂的高级持续性威胁。"
XDR如何主动防御？,"深信服XDR攻击面管理组件ASM通过网络侧评估风险（影子资产、性能问题、成本）、终端侧修补风险。结合资产攻击模型的弱密码、漏洞等风险评估与多层次闭环，针对用户业务层实施基于RASP和API劫持等技术实现零摩擦的弱密码审计-双因子强化等自动化方案，常见Web中间件(struts, webLogic等)漏洞实现热修复，插件式即插即用，不重启目标进程。针对系统层实施智能热补丁、虚拟补丁、实体补丁推送， 并引入Windows RPC防火墙技术有效管控90%以上的内网横向移动。
深信服XDR还提供了诱饵检测能力，通过对大量勒索软件样本进行动态行为分析，总结出其在文件遍历与加密方面的行为模式，并基于勒索软件的文件遍历模式，系统地研究了诱饵文件的设计与部署方法。勒索病毒在入侵主机会进行横向传播扩散，影响范围十分广泛，一台终端中毒，全网业务瘫痪。深信服终端组件通过在系统关键目录，放置诱饵文件，并且保证这些诱饵文件会被优先枚举到。当有勒索程序对诱饵文件进行修改或删除时，将触发驱动拦截该进程行为，并将该进程信息上报给应用层进行病毒文件查杀。
该诱饵在用户环境中的关键位置放置不会影响正常业务，但会迷惑攻击者的诱饵。例如，当攻击者尝试窃取敏感信息时，会发现用户不可见的“敏感数据文件”；当攻击者尝试窃取系统账号密码时，会导出错误的账号和密码；当攻击者尝试收集网络信息时，会获得错误的IP信息。同时，XDR-Agent监控着上述行为，当这些诱饵被触发后，其上下文信息将被收集起来，以判定这是一次误触、正常业务，还是攻击。错误的信息将使得攻击者花费更多地时间在错误的尝试上（例如，通过错误的账号密码登录；通过错误的IP进行横向探测），从而消耗其更多时间，给防守方更多的时间进行分析和处置。
针对性的勒索诱捕方案，将勒索病毒的防御由被动转为主动，及时阻止勒索病毒的大范围传播，保护用户主机安全。"
XDR如何遏制安全事件影响扩散范围？,"在事件响应过程中的识别阶段，最重要的是尽快确定告警的真实性、基于初步识别的攻击意图、攻击阶段和事件类型判定其严重性。要完成以上工作最重要的是对报警进行上下文富化，无论是自动化溯源和影响面评估都依赖全面遥测数据，对此深信服XDR提供了：
丰富的遥测：跨端点、工作负载和身份捕获数万亿个安全事件，并利用https://www.crowdstrike.com/cybersecurity-101/threat-intelligence/、上下文和相关标记进行丰富；
深度分析：揭示数据元素之间的上下文关系，通过应用图形分析和机器学习算法实时识别和响应新的和不寻常的威胁；
强大的搜索：强大的查询和搜索引擎为响应者提供当前和历史取证详细信息以进行威胁调查；
数据可用性：通过强大的可视化仪表板按需访问丰富的数据，帮助调查人员了解对任何受影响主机的攻击的完整背景，无论位于何处；
而识别后的下一步就是阻止正在进行中的攻击对用户环境造成进一步的影响，这一步称为缓解（Remediation），并不会完全根除影响，只是阻止攻击的进一步扩散或对业务产生更大影响。深信服XDR通过联动组件提供各种类型的攻击缓解能力。比如对于挖矿木马的威胁，如果是重要业务服务器上发现某系统进程被利用有木马行为，杀死改进程或关闭业务服务器对于企业用户来说都是损失巨大的，这种时候攻击缓解可以先切断风险服务器与其他内网服务器的横向网络连接，保留对外的业务连接链路，再由安全运营人员进一步研判是哪个线程被利用再进行精准处置。此时的缓解操作既没有影响用户业务系统，同时遏制了攻击的进一步扩散。"
XDR如何从根因上分析攻击？,"在事件响应过程中，往往容易出现的错误就是“脚疼医脚、头痛医头”，仅针对报警相关的某个资产进行处置，这样就容易出现两个问题：
- 未能彻底清除攻击影响：在发现失陷的情况下，内网被控制的主机往往已经不止某一台，而是数台、数十台之多，这种情况下如果没有对攻击影响范围做分析，往往会使某些攻击者持续存在于企业网络中，甚至造成巨大的影响。
- 攻击者使用相同的攻击面，重复攻击：攻击者可以进入到企业内部，必然是因为存在确定可以被穿透的攻击面，如果只是对失陷主机进行处理，而不去寻找攻击者如何进入的原因，那么后续的攻击和失陷情况必然源源不断地出现。
深信服XDR在多种安全事件类型上持续摄取、关联、富化端点遥测，将终端的系统事件和网络的流量数据按照关联关系连接起来，并将用户IT环境中发生的所有事件绘制成一张威胁图（Threat Graph）。在检测到攻击后，通过在威胁图上进行自动化的溯源分析，可以定位到攻击的入口点。为避免攻击者利用之前的攻击方式再次进入组织内部，以及内部多个设备依然被控制的情况。深信服XDR使用根因分析机制，即通过影响面分析，全面掌握攻击者已经控制的主机范围，以保障可以全面根除攻击者对内网造成的影响；同时通过攻击链分析了解攻击者是通过何种漏洞、配置错误或者社交工程方式进入的，对相关的脆弱点进行及时的加固处理，防止通过同样的攻击方式持续不断的渗入到内网。
深信服Saas XDR通过攻击链还原、端网关联分析技术，基于后向和前向溯源分析，提供了自动化根因分析和攻击影响范围分析的能力。通过自动化分析，XDR可以为运营人员提供安全事件的全局视野，从而彻底清除事件影响、复盘企业信息系统弱点，构建更完善的防御体系。	- 根因分析（Root Cause Analysis）：基于后向追踪分析（Backward Tracking），XDR在发现攻击的蛛丝马迹时，立即对历史数据进行回溯，发现攻击的可能入口点，帮助分析人员定位攻击根因，提供加固建议。包括但不限于：钓鱼场景中，下载文件的浏览器、IP和DNS；漏洞攻击中，被漏洞利用的应用、服务器以及远程IP、DNS等等。通过自动化根因分析，可以快速发现攻击入口，经过即使修补，可以避免网络被反复攻破。	- 攻击影响面分析（Attack Impact Surface Analysis）：基于前向追踪分析，XDR在定位入口点后，快速发现此次攻击的所有路径，确认受影响资产，评估此次攻击对用户环境造成的损失，包括遭受攻击的终端以及对终端的损害：自启动项、新建特权账号、对操作系统配置的修改等。提供精准全面的根除建议。"
XDR自动化响应机制？,"深信服XDR平台可基于SOAR与智能对抗实现自动响应处置，提升处置闭环的效率。
1. 基于“人机共智”的安全运营理念，XDR平台提供了图形化的安全编排、自动化及响应SOAR（Security Orchestration，Automation and Response）工具，根据不同的安全事件可自行灵活地编排不同的处置流程，将安全运营相关的技术、流程和人员等各种能力整合在一起工作。
深信服自研分布式任务引擎，采用Json文件格式存储Playbook配置信息，通过Python脚本定义剧本流程的每一个分析、处置动作（Action），通过云端在线更新或离线导入剧本库，从而丰富剧本库。通过提供的API接口，用户可在线使用Python脚本语言编辑定义剧本节点，实现不同的处置动作。
2.XDR云端安全运营专家持续积累对常见威胁、热门威胁的响应建议，针对不同用户场景、不同威胁类型、攻击过程中使用的不同技战术（ATT&CK TTPs），自动生成可行动的、即使不具备安全背景知识也能理解的处置建议。同时，针对全新的攻击类型，云端专家在分析完成后，会及时提出针对性的响应建议。"
XDR平台网、端的组件如何联动？,"通过联动防御设备来实现一键封堵威胁攻击源，或阻断与病毒木马通信。具体方式包括：
网络侧-联动封锁：需联动深信服AF完成。以IP+端口+封锁时长形式进行所有协议/流量的封锁。
网络侧-ACL策略封锁：需联动深信服AF完成。提供基于ACL规则策略配置方式，执行精细化的防御，可细化到五元组 + 具体应用等。
端点侧-端点查杀：需联动深信服EDR/CWPP端点安全产品。对威胁主机进行联动EDR/CWPP查杀来形成闭环，对未知的可疑行为通过EDR/CWPP的终端日志、进程信息采集结合进行威胁追捕和进程文件定位。"
XDR降噪策略？,"降噪的整体策略是：先精炼压缩有效信息，然后通过多维数据提供更丰富的上下文举证，达到极致降噪的效果
降噪可以分别从网络侧降噪、终端侧降噪、端网关联降噪、通用降噪进行介绍
除了通用降噪技术，其余降噪手段都一定程度上依赖对“攻防场景”的理解，而这个理解本身取决于深信服长期积累的攻防经验与安全组件能力
【网络侧】
    我们先强调下定义和要做好网络侧降噪的基础依赖
定义：对于同一个事情，不断聚合到一条告警或事件上，并持续生长。
比方说爆破场景，虽然黑客用了多个源ip，爆破我方的一个资产，无论持续了多长时间，成功与否，其实描述的是同一个事实：该资产正在被黑客爆破。所以XDR只需要生成一条事件即可，无论是今天还是明天，都是在最初这条“爆破事件”上进行持续更新。要做到这点
我们需要依赖：资产方向+攻击类型（扫描、漏洞利用、webshell上传等）+资产唯一标识（如五元组）
网络侧告分为多对一、一对多、一对一 （前者指攻击源，后者指攻击目标）三种主要降噪场景，举些例子：
多对一：多个源ip爆破我方一个资产，这里的主要关注对象是我方受攻击资产，所以以资产为视角进行聚合
一对多：内网某个资产沦陷后横向扫描多个内网资产，这里的主要关注对象是发起扫描的资产，因为它大概率已沦陷
一对一：黑客持续在攻击我方一个资产，过程中可能利用了多种手法，执行了不同的恶意命令
【终端侧】
终端侧的降噪分为两大类，传统病毒查杀类和高级威胁类
1、传统病毒查杀：只有病毒查杀告警，有病毒路径、病毒名称、病毒文件hash几个关键因子。类似于网络侧告警的聚合逻辑，分为HASH唯一和病毒类别唯一两种情况。
a)HASH唯一：大部分病毒如挖矿、木马均可以以HASH+文件路径为唯一标识进行聚合，做到同一个病毒文件不反复告警
b)病毒类别唯一：感染型病毒在感染过程中会影响多个正常文件或程序，传统杀软因此会大量告警，导致告警疲劳难以抓住重点。此类病毒则需要以资产+病毒类别为唯一标识进行聚合，所以依赖对病毒类别的准确识别
"
通用降噪技术有哪些？,"1、在网络侧、终端侧、端网关联三大场景之上，XDR还有其他手段可以实现增强降噪的效果，在告警侧，可以通过“威胁定性”功能来快速分类需要用户关心的告警类别，比如：优先分析“人为手工”攻击类别，排除“病毒告警”的干扰。
2、XDR的XTH专家会从云端进行全网威胁狩猎，对遗漏的弱信号进行人工挖掘研判，捕获漏网之鱼，推送给用户"
